latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
29.27368,76.43755,330.94,0.39,0.44,2025-05-04,738,N,VIIRS,n,2,300.09,2.16,D,0
29.28688,77.10558,334.87,0.54,0.42,2025-05-04,738,N,VIIRS,n,2,302.27,2.69,D,0
29.29736,76.45217,336.05,0.39,0.44,2025-05-04,738,N,VIIRS,n,2,298.4,2.97,D,0
29.29909,77.14819,331.03,0.53,0.42,2025-05-04,738,N,VIIRS,l,2,302.78,1.92,D,0
29.30082,77.13638,331.85,0.53,0.42,2025-05-04,738,N,VIIRS,l,2,303.83,5.1,D,0
29.30693,76.43732,337.1,0.39,0.44,2025-05-04,738,N,VIIRS,n,2,297.48,3.71,D,0
29.3077,76.44125,341.81,0.39,0.44,2025-05-04,738,N,VIIRS,n,2,298.47,3.71,D,0
29.33093,76.9779,333.4,0.54,0.42,2025-05-04,738,N,VIIRS,n,2,298.79,2.95,D,0
29.34394,77.06844,334.23,0.54,0.42,2025-05-04,738,N,VIIRS,n,2,302.15,3.15,D,0
29.34432,77.06679,336.47,0.54,0.42,2025-05-04,738,N,VIIRS,n,2,301.99,4.04,D,0
29.34466,77.05102,337.62,0.54,0.42,2025-05-04,738,N,VIIRS,n,2,301.85,2.98,D,0
29.34493,77.04941,332.44,0.54,0.42,2025-05-04,738,N,VIIRS,n,2,300.9,3.28,D,0
29.35102,75.47471,332.47,0.44,0.46,2025-05-04,738,N,VIIRS,l,2,305.48,1.35,D,0
29.35194,75.47821,332.68,0.44,0.46,2025-05-04,738,N,VIIRS,l,2,303.82,1.91,D,0
29.35644,77.14939,330.44,0.53,0.42,2025-05-04,738,N,VIIRS,n,2,300.24,2.48,D,0
29.36385,75.15177,336.83,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,295.4,3.74,D,0
29.38538,76.36335,341.6,0.39,0.44,2025-05-04,738,N,VIIRS,n,2,295.3,4.98,D,0
29.39475,77.03699,338.94,0.54,0.42,2025-05-04,738,N,VIIRS,n,2,300.0,5.24,D,0
29.40851,75.73013,332.72,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,302.41,1.52,D,0
29.42402,75.27085,353.06,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,301.52,7.67,D,0
29.42592,75.26801,343.36,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,300.48,3.78,D,0
29.42688,75.27255,330.49,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,299.88,3.26,D,0
29.43257,75.90163,350.85,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,283.3,7.65,D,0
29.43463,75.20322,336.43,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,301.25,2.81,D,0
29.47371,74.97392,330.22,0.46,0.47,2025-05-04,738,N,VIIRS,n,2,297.93,1.48,D,0
29.48617,76.08813,332.75,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,292.72,6.58,D,0
29.48714,76.19862,336.42,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,296.2,3.59,D,0
29.49114,76.19758,351.52,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,296.65,7.74,D,0
29.50793,75.09274,330.44,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,299.07,2.09,D,0
29.51845,75.3289,354.94,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,303.28,8.77,D,0
29.52147,76.05315,341.12,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,292.28,9.03,D,0
29.52286,75.24197,334.19,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,300.78,1.43,D,0
29.52364,75.20963,347.92,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,300.03,5.92,D,0
29.5248,75.20782,342.94,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,298.92,5.73,D,0
29.52612,75.24254,341.27,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,301.56,6.14,D,0
29.52708,75.24083,336.2,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,300.97,4.54,D,0
29.5288,75.29287,337.01,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,301.76,3.56,D,0
29.53532,76.1011,348.33,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,292.62,6.32,D,0
29.53715,75.50637,342.1,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.79,6.31,D,0
29.54086,76.06533,335.77,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,301.71,5.16,D,0
29.55249,75.32584,332.17,0.44,0.46,2025-05-04,738,N,VIIRS,l,2,302.94,2.65,D,0
29.55618,76.07851,338.27,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,299.52,4.08,D,0
29.56276,75.37493,344.51,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,302.76,5.43,D,0
29.56311,75.65513,331.21,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,303.99,1.93,D,0
29.56515,77.3968,336.96,0.51,0.41,2025-05-04,738,N,VIIRS,n,2,297.57,4.9,D,0
29.56771,77.05442,332.89,0.53,0.42,2025-05-04,738,N,VIIRS,n,2,295.98,3.48,D,0
29.56922,74.6506,347.62,0.48,0.48,2025-05-04,738,N,VIIRS,n,2,296.59,7.88,D,0
29.56931,77.05724,333.12,0.53,0.42,2025-05-04,738,N,VIIRS,n,2,295.03,2.42,D,0
29.57322,77.18913,334.39,0.53,0.42,2025-05-04,738,N,VIIRS,n,2,296.77,3.43,D,0
29.57575,75.39491,343.48,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,302.91,4.59,D,0
29.57908,75.60542,345.48,0.42,0.46,2025-05-04,738,N,VIIRS,n,2,303.62,3.85,D,0
29.57996,75.60974,335.64,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,302.97,3.85,D,0
29.58031,76.1364,332.14,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,295.95,4.9,D,0
29.58216,75.12622,336.4,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,299.53,7.35,D,0
29.58311,75.13081,343.72,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,301.85,7.35,D,0
29.58313,74.84579,330.56,0.47,0.48,2025-05-04,738,N,VIIRS,n,2,297.49,1.66,D,0
29.58686,75.40599,343.64,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.48,4.8,D,0
29.60801,75.23006,345.84,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,299.02,4.46,D,0
29.61004,75.39042,335.42,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,302.32,3.04,D,0
29.6231,77.98557,330.54,0.48,0.4,2025-05-04,738,N,VIIRS,n,2,294.52,3.05,D,0
29.62848,74.95331,342.73,0.46,0.47,2025-05-04,738,N,VIIRS,n,2,297.95,2.21,D,0
29.63607,75.68639,367.0,0.42,0.45,2025-05-04,738,N,VIIRS,h,2,307.25,8.45,D,0
29.64017,75.6853,337.35,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,304.56,4.68,D,0
29.6434,75.67994,335.93,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.63,4.68,D,0
29.64392,77.25849,330.68,0.52,0.42,2025-05-04,738,N,VIIRS,n,2,296.36,2.79,D,0
29.64427,75.6842,345.01,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.36,4.68,D,0
29.65488,75.12247,342.95,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,298.37,3.72,D,0
29.66873,75.74049,333.47,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,305.08,6.86,D,0
29.68959,75.69468,338.83,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.4,2.6,D,0
29.69046,75.69894,335.89,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,306.31,2.6,D,0
29.69132,75.7032,331.96,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,305.96,2.3,D,0
29.69836,75.43766,340.85,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.46,4.2,D,0
29.70031,77.14661,331.36,0.53,0.42,2025-05-04,738,N,VIIRS,n,2,296.93,2.77,D,0
29.70373,75.27211,330.1,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,298.95,2.72,D,0
29.72014,75.71793,341.2,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,306.53,2.94,D,0
29.72644,75.6849,333.58,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,304.88,3.24,D,0
29.72786,75.68517,331.34,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,303.42,2.79,D,0
29.72825,75.32692,344.71,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,301.22,7.55,D,0
29.73137,75.70217,346.36,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,306.01,3.56,D,0
29.73228,75.36803,330.56,0.43,0.46,2025-05-04,738,N,VIIRS,l,2,300.7,1.97,D,0
29.73394,75.70083,356.19,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,307.92,8.43,D,0
29.73419,75.54771,332.12,0.42,0.46,2025-05-04,738,N,VIIRS,l,2,303.59,2.05,D,0
29.73479,75.70509,331.89,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,304.0,8.43,D,0
29.73488,75.65636,342.47,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,302.93,8.64,D,0
29.73546,75.70109,353.31,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,306.72,11.55,D,0
29.73554,75.36246,343.89,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,303.07,8.84,D,0
29.73575,75.66062,345.83,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,302.24,8.64,D,0
29.73895,75.59198,336.82,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,304.05,3.69,D,0
29.73985,75.65955,342.67,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,300.86,8.64,D,0
29.74313,75.42101,332.81,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.83,1.66,D,0
29.74425,75.61777,338.55,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.52,2.79,D,0
29.74571,75.6038,333.14,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,304.48,2.56,D,0
29.74894,75.5984,338.4,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,307.15,3.84,D,0
29.7498,75.6659,339.8,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.05,3.66,D,0
29.7504,75.58439,346.29,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,304.76,3.88,D,0
29.75058,75.30676,332.5,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,300.64,1.94,D,0
29.75187,75.57035,343.1,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.25,2.92,D,0
29.75259,75.76341,332.14,0.41,0.45,2025-05-04,738,N,VIIRS,l,2,304.51,1.15,D,0
29.7531,75.23644,333.23,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,298.64,2.5,D,0
29.7579,75.72644,338.36,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,306.47,2.37,D,0
29.76166,75.84928,344.04,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,305.73,2.4,D,0
29.76329,75.84837,343.82,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,305.79,5.08,D,0
29.76412,75.85255,336.72,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,303.96,5.42,D,0
29.76571,75.84821,343.78,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.58,4.08,D,0
29.76579,75.31803,332.29,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,299.86,2.52,D,0
29.76583,75.31676,343.23,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,300.27,2.87,D,0
29.76705,75.66582,335.94,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.53,2.68,D,0
29.76793,75.67008,338.19,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.98,2.68,D,0
29.7692,75.37678,335.83,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,300.92,2.1,D,0
29.7695,75.59292,347.21,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,304.49,7.05,D,0
29.76953,75.37789,333.12,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.15,3.8,D,0
29.76955,75.82523,334.61,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,303.81,1.53,D,0
29.77041,75.82941,332.37,0.41,0.45,2025-05-04,738,N,VIIRS,l,2,302.98,1.53,D,0
29.77102,75.72745,339.94,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,303.82,1.25,D,0
29.77133,75.47359,330.74,0.43,0.46,2025-05-04,738,N,VIIRS,l,2,303.69,1.66,D,0
29.77164,75.70943,334.34,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,306.16,2.27,D,0
29.77169,75.79382,332.64,0.41,0.45,2025-05-04,738,N,VIIRS,l,2,303.14,1.38,D,0
29.77611,75.66789,337.42,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.66,3.31,D,0
29.77698,75.67216,338.71,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.53,4.07,D,0
29.78556,75.62938,347.97,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.26,3.9,D,0
29.78754,75.7453,336.48,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.15,3.98,D,0
29.78912,74.86803,338.62,0.46,0.47,2025-05-04,738,N,VIIRS,n,2,298.95,4.95,D,0
29.78966,75.62829,353.28,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,304.77,6.84,D,0
29.79013,77.02638,336.53,0.53,0.42,2025-05-04,738,N,VIIRS,n,2,296.2,12.07,D,0
29.79154,75.82823,335.95,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,305.02,4.23,D,0
29.79249,75.66354,334.59,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,304.48,1.59,D,0
29.79324,75.83657,340.0,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,303.64,2.97,D,0
29.79741,77.76623,336.7,0.49,0.4,2025-05-04,738,N,VIIRS,n,2,297.38,4.11,D,0
29.79971,77.76799,334.26,0.49,0.4,2025-05-04,738,N,VIIRS,n,2,296.77,2.54,D,0
29.80506,75.78941,336.03,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.32,2.99,D,0
29.80591,75.7936,336.96,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,305.58,2.99,D,0
29.80974,75.57764,339.53,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.36,2.61,D,0
29.81038,75.64529,330.96,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,303.57,1.61,D,0
29.81132,75.5782,340.03,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.69,3.89,D,0
29.81172,75.92773,333.86,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,300.7,5.22,D,0
29.81229,75.67623,338.11,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.24,2.03,D,0
29.81267,75.72083,335.94,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.71,2.32,D,0
29.81339,75.93597,347.1,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,299.64,5.64,D,0
29.81362,75.46336,354.81,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,305.24,8.78,D,0
29.81621,77.16103,334.59,0.52,0.42,2025-05-04,738,N,VIIRS,n,2,294.45,6.11,D,0
29.81742,75.93491,352.53,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,301.31,8.37,D,0
29.81855,75.85621,346.44,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,308.07,6.64,D,0
29.81896,75.92149,347.47,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,301.84,5.0,D,0
29.81905,75.34124,334.57,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,299.89,1.9,D,0
29.81911,74.70876,340.58,0.47,0.48,2025-05-04,738,N,VIIRS,n,2,299.22,4.48,D,0
29.81964,77.13773,333.93,0.52,0.42,2025-05-04,738,N,VIIRS,n,2,296.42,3.77,D,0
29.81969,75.58406,334.24,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,302.07,1.17,D,0
29.82132,75.58461,338.12,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,302.12,3.67,D,0
29.82145,75.93385,345.82,0.4,0.44,2025-05-04,738,N,VIIRS,n,2,300.07,8.37,D,0
29.82297,74.66178,333.21,0.47,0.48,2025-05-04,738,N,VIIRS,n,2,298.36,1.57,D,0
29.8264,75.65091,344.82,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,305.25,3.13,D,0
29.82847,75.64946,341.14,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.51,2.85,D,0
29.82929,75.76086,348.67,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,303.65,8.58,D,0
29.8294,75.91006,332.39,0.4,0.45,2025-05-04,738,N,VIIRS,n,2,302.21,1.71,D,0
29.83063,77.17422,334.11,0.52,0.42,2025-05-04,738,N,VIIRS,n,2,294.17,2.79,D,0
29.83298,75.32343,343.36,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,300.3,4.91,D,0
29.83378,75.82588,337.96,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.97,2.48,D,0
29.83391,75.84779,343.91,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,306.81,4.54,D,0
29.83454,75.58562,343.26,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.52,2.87,D,0
29.83502,75.39752,355.98,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,303.13,13.21,D,0
29.83542,75.58992,336.37,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.88,2.87,D,0
29.83724,75.86441,351.27,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,309.95,7.14,D,0
29.84066,75.75342,343.66,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.73,3.78,D,0
29.84307,75.66891,330.74,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,305.04,1.39,D,0
29.84403,75.44141,334.12,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.0,1.51,D,0
29.84855,75.85705,335.64,0.41,0.45,2025-05-04,738,N,VIIRS,l,2,305.8,2.52,D,0
29.85067,75.55865,341.92,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,299.19,4.15,D,0
29.85434,75.88607,340.93,0.4,0.45,2025-05-04,738,N,VIIRS,n,2,301.73,4.92,D,0
29.85737,75.08488,332.16,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,298.77,6.08,D,0
29.85957,75.18027,344.16,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,300.91,5.33,D,0
29.86225,75.84029,342.21,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,311.28,15.8,D,0
29.86282,75.17463,334.46,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,299.5,2.95,D,0
29.86308,75.84444,343.68,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,303.92,11.49,D,0
29.8635,75.66348,332.44,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,304.06,2.04,D,0
29.86543,75.84013,348.27,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.67,12.02,D,0
29.86662,75.7207,340.89,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.44,2.43,D,0
29.86734,75.64006,331.14,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,303.1,2.13,D,0
29.868,75.55857,331.82,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,301.85,3.23,D,0
29.87041,74.84571,345.58,0.46,0.47,2025-05-04,738,N,VIIRS,n,2,300.17,18.66,D,0
29.87478,75.50666,340.95,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,302.55,2.43,D,0
29.87742,75.39077,343.07,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.86,6.53,D,0
29.87831,75.39517,343.55,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.95,6.53,D,0
29.8786,75.69524,331.43,0.41,0.45,2025-05-04,738,N,VIIRS,l,2,304.54,1.63,D,0
29.87884,75.71746,332.45,0.41,0.45,2025-05-04,738,N,VIIRS,l,2,303.09,1.54,D,0
29.88511,75.47179,332.57,0.43,0.46,2025-05-04,738,N,VIIRS,l,2,302.9,2.3,D,0
29.88779,75.42041,338.16,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.86,2.24,D,0
29.88801,75.4213,339.06,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.0,2.26,D,0
29.88977,75.75006,337.87,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,302.33,3.77,D,0
29.89033,75.41144,330.77,0.43,0.46,2025-05-04,738,N,VIIRS,l,2,302.6,0.54,D,0
29.89189,74.99287,332.09,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,297.5,2.95,D,0
29.89829,75.30224,334.8,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.98,4.57,D,0
29.89849,74.62879,330.71,0.47,0.48,2025-05-04,738,N,VIIRS,n,2,298.15,1.85,D,0
29.90118,75.84821,335.12,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,300.61,1.49,D,0
29.90243,75.70676,348.93,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,305.33,13.95,D,0
29.90258,74.64813,332.65,0.47,0.48,2025-05-04,738,N,VIIRS,n,2,299.42,1.92,D,0
29.9069,74.64694,336.6,0.47,0.48,2025-05-04,738,N,VIIRS,n,2,299.8,3.15,D,0
29.90714,74.62638,337.57,0.47,0.48,2025-05-04,738,N,VIIRS,n,2,299.46,3.28,D,0
29.90911,75.6334,344.11,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,306.32,4.08,D,0
29.91109,74.81756,342.38,0.46,0.47,2025-05-04,738,N,VIIRS,n,2,298.15,6.19,D,0
29.9119,74.90672,333.51,0.46,0.47,2025-05-04,738,N,VIIRS,n,2,297.98,2.79,D,0
29.91416,75.12242,343.11,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,299.45,3.94,D,0
29.91483,75.72567,337.2,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,302.53,1.72,D,0
29.92586,75.07109,336.49,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,298.47,1.45,D,0
29.92786,75.61942,332.55,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,302.97,1.43,D,0
29.92889,75.42881,337.14,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.07,2.14,D,0
29.92932,75.61975,342.49,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.39,2.37,D,0
29.93105,75.46041,342.5,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,303.32,7.02,D,0
29.93127,75.74345,342.99,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,302.69,6.06,D,0
29.93202,75.31654,344.14,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,303.18,3.46,D,0
29.93223,75.23186,333.18,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,300.01,2.06,D,0
29.93242,75.33979,344.72,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.29,5.08,D,0
29.93294,75.32097,337.86,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.22,3.36,D,0
29.93436,75.84381,344.23,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,300.16,4.45,D,0
29.9355,75.22625,341.11,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,298.49,4.11,D,0
29.93573,75.44079,335.3,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.71,1.85,D,0
29.93965,75.48101,338.38,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.06,4.32,D,0
29.94147,75.38382,333.12,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.45,2.1,D,0
29.94274,75.41125,337.58,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,303.11,2.32,D,0
29.94723,75.32645,333.07,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.87,1.48,D,0
29.94832,75.62818,344.44,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,306.42,7.89,D,0
29.94867,75.31205,344.31,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.55,4.49,D,0
29.95123,75.66321,346.22,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,304.31,7.0,D,0
29.95967,75.21494,337.02,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,301.42,2.43,D,0
29.95967,75.21739,335.9,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,300.78,2.23,D,0
29.95999,75.643,332.98,0.42,0.45,2025-05-04,738,N,VIIRS,l,2,304.59,2.79,D,0
29.96173,75.65148,333.22,0.41,0.45,2025-05-04,738,N,VIIRS,l,2,306.34,2.69,D,0
29.9626,75.65572,338.95,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,306.63,2.69,D,0
29.96494,75.80505,338.46,0.41,0.45,2025-05-04,738,N,VIIRS,n,2,303.31,2.49,D,0
29.96532,75.30754,342.96,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,302.67,4.91,D,0
29.96622,75.31197,334.25,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,301.0,3.22,D,0
29.967,75.42316,337.78,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,305.27,4.6,D,0
29.96789,75.42753,346.13,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,306.01,4.6,D,0
29.96878,75.43189,346.26,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,305.64,9.5,D,0
29.97341,75.34736,336.33,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,303.35,2.66,D,0
29.97359,74.83525,332.48,0.46,0.47,2025-05-04,738,N,VIIRS,n,2,297.11,1.28,D,0
29.97621,75.12727,330.44,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,299.54,1.89,D,0
29.97733,75.21734,338.35,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,301.08,4.04,D,0
29.97757,75.11253,332.75,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,298.82,2.74,D,0
29.97776,75.19829,334.61,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,299.4,2.15,D,0
29.97826,75.2218,342.0,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,301.6,4.04,D,0
29.97868,77.25155,330.47,0.51,0.41,2025-05-04,738,N,VIIRS,n,2,293.17,3.51,D,0
29.97939,76.0899,330.77,0.39,0.44,2025-05-04,738,N,VIIRS,l,2,300.91,1.66,D,0
29.97968,77.25682,333.71,0.51,0.41,2025-05-04,738,N,VIIRS,n,2,294.22,4.89,D,0
29.98088,75.46993,343.25,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,303.65,3.15,D,0
29.98147,75.45145,343.34,0.42,0.46,2025-05-04,738,N,VIIRS,n,2,301.07,4.18,D,0
29.98204,75.28195,336.53,0.43,0.46,2025-05-04,738,N,VIIRS,n,2,303.31,3.26,D,0
29.98235,75.4558,338.49,0.42,0.46,2025-05-04,738,N,VIIRS,n,2,301.21,4.73,D,0
29.988,75.20499,332.67,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,300.65,1.27,D,0
29.98804,75.24746,340.48,0.44,0.46,2025-05-04,738,N,VIIRS,n,2,304.16,3.19,D,0
29.98966,77.30936,330.63,0.51,0.41,2025-05-04,738,N,VIIRS,n,2,297.05,5.41,D,0
29.99007,75.62154,345.68,0.42,0.45,2025-05-04,738,N,VIIRS,n,2,306.63,2.97,D,0
29.99149,75.45793,332.67,0.42,0.46,2025-05-04,738,N,VIIRS,n,2,300.87,2.48,D,0
29.99886,75.0005,331.87,0.45,0.47,2025-05-04,738,N,VIIRS,n,2,297.72,1.61,D,0
